Cyp2c70	-4.898140152	2.20E-14
Mup20	-6.75710322	1.12E-12
Asphd1	5.143818891	4.82E-12
Gpsm1	1.373652819	5.76E-12
Ppic	-1.149309222	7.99E-12
Mup17	-5.46297832	1.59E-11
Slc39a8	-1.804995605	3.31E-11
Rmnd5b	0.490154945	3.85E-11
Mug2	-2.755077843	4.79E-11
Sft2d1	0.90622322	4.91E-11
Tmc6	0.734059913	5.11E-11
Mup7	-6.360580786	5.87E-11
Rbm38	1.084868178	6.92E-11
Hsbp1l1	-1.596165942	1.23E-10
Serpine1	3.040409199	1.38E-10
Mafa	4.714141313	1.54E-10
Mlxip	0.975664797	1.94E-10
Rnf19b	0.811529391	1.98E-10
Mast3	0.873062625	2.28E-10
Hist1h3e	5.344826389	2.57E-10
Kctd13	0.765819292	3.07E-10
Arl4c	1.901665253	3.61E-10
Ebag9	-0.656348912	3.63E-10
2510039O18Rik	0.875248666	4.10E-10
Zswim8	0.975821557	5.09E-10
Chrdl1	-2.837689834	5.77E-10
Arhgap23	1.198784779	6.17E-10
Tpst2	0.610698567	6.48E-10
Dynlt1b	1.648751799	7.08E-10
Ppp1r3f	1.919054676	7.66E-10
Myadm	2.522172884	8.10E-10
Plcd3	0.733962283	8.51E-10
Gm10175	1.589649632	1.01E-09
Dvl2	1.269444705	1.07E-09
Chchd3	-0.448556584	1.16E-09
Gpr157	1.178559368	1.35E-09
Proca1	-1.407228056	1.39E-09
Fance	1.039813898	1.42E-09
Coro7	0.98209784	1.47E-09
1110002E22Rik	3.083195743	1.48E-09
Ccbl2	-1.193433935	1.58E-09
Zfp36l1	1.508502778	1.81E-09
Gata6	1.394579775	2.28E-09
Bcat1	-2.072401904	2.32E-09
1700017B05Rik	1.135231834	2.46E-09
Zbtb8a	0.828102313	2.58E-09
Btbd17	4.340767763	2.69E-09
Plekhh3	0.833787032	2.75E-09
Rhbdf2	1.739464571	2.82E-09
Emd	0.640353302	2.84E-09
Lemd2	0.604252439	3.08E-09
Nceh1	-0.719867357	3.11E-09
C1d	-0.832700184	3.39E-09
Fuk	0.864334706	3.43E-09
Trp53i13	0.552468581	3.52E-09
Chpf	1.144004193	3.80E-09
Phf13	1.045432079	3.99E-09
Adtrp	-1.062589542	4.42E-09
Tmem198b	1.286320211	5.03E-09
Frmd6	1.118917814	5.09E-09
Lpl	-2.002784466	5.18E-09
Relt	2.235900111	5.49E-09
Nnat	2.349431105	5.49E-09
Nhp2l1	1.000609784	5.67E-09
UBC	-2.902312601	5.90E-09
Brpf1	0.645322719	6.35E-09
Sox13	0.564297507	6.46E-09
Gpm6a	-1.461794611	6.47E-09
Kng2	-0.756279345	6.73E-09
Sumo2	0.875138937	6.74E-09
Tuft1	1.090508476	6.84E-09
Scarf2	1.8039411	6.91E-09
Mup3	-6.86103204	7.40E-09
Cyth1	0.52587508	8.75E-09
Slc23a1	-0.746539163	9.44E-09
Gm10116	2.300370423	9.70E-09
Cdh22	4.641115176	1.01E-08
Ghr	-1.292613109	1.06E-08
Eln	1.962306164	1.13E-08
Slc19a1	0.758021489	1.14E-08
Trim41	0.406375979	1.19E-08
Slitrk6	-3.477386966	1.19E-08
Aadat	-2.221059314	1.21E-08
Cdc42ep4	1.01655902	1.23E-08
Gm10709	1.713919044	1.28E-08
Tmigd1	-1.396953999	1.34E-08
Irf2bpl	0.861096959	1.35E-08
Zfp574	0.738002259	1.36E-08
Fhl2	1.180338765	1.37E-08
Smpx	-1.337912564	1.41E-08
Tead3	0.980710485	1.46E-08
C2	2.123078082	1.58E-08
Smurf1	0.902044801	1.60E-08
Rpl10-ps3	2.183836219	1.63E-08
Gdpd1	1.989560615	1.66E-08
Lzts2	0.760293578	1.66E-08
Mesdc1	0.951945524	1.71E-08
Mtif3	-0.719910408	1.75E-08
Zdhhc8	1.245593031	1.81E-08
Tjap1	0.84279319	1.84E-08
Ngf	1.427261577	1.85E-08
Paip1	-0.450945599	1.85E-08
Hist1h2bg	4.890741062	1.88E-08
Ddx49	0.45553107	1.99E-08
Pcdh8	3.480077775	2.01E-08
Nudt4	-0.711648534	2.07E-08
Zbtb49	0.786874442	2.08E-08
Fbxw4	0.664073305	2.09E-08
Bag6	0.685160681	2.15E-08
Crlf2	1.19313882	2.16E-08
N4bp3	0.662164794	2.21E-08
Pdcd7	0.738162287	2.23E-08
Cxcl1	3.681479483	2.23E-08
Vma21-ps	7.25907135	2.28E-08
Dpf2	0.388637044	2.42E-08
Acyp2	-0.778523165	2.45E-08
Nr1h2	0.381022101	2.51E-08
Ide	-0.792664441	2.52E-08
Spsb1	2.008641744	2.54E-08
Ddb2	0.981988428	2.56E-08
Fgf9	-1.077513643	2.60E-08
Baat	1.312811849	2.63E-08
Pdcd2l	0.429920413	2.68E-08
Osm	3.240721474	2.70E-08
Gramd1b	-0.800970312	2.80E-08
Gtpbp2	0.698377766	2.87E-08
Socs3	2.514360028	2.90E-08
Prss41	4.019923286	2.90E-08
Apoa1	-2.744762039	3.01E-08
Ier3	1.522691418	3.12E-08
Ilvbl	0.620330061	3.14E-08
Slc12a4	1.191160112	3.15E-08
Unc5b	1.159110383	3.16E-08
Tcp11	2.829866818	3.16E-08
2410002F23Rik	1.05541479	3.19E-08
Plekhg2	1.17355816	3.27E-08
Sh2b3	0.625365011	3.28E-08
Snap29	-0.478635793	3.31E-08
Rps10-ps1	2.017622998	3.49E-08
Ppp2r5b	0.597275651	3.50E-08
Atp5g2	0.5523664	3.51E-08
Arl10	1.149884944	3.55E-08
Mpv17l	-1.818205758	3.58E-08
Cic	1.078413079	3.69E-08
Kctd15	0.888019775	3.75E-08
Pelp1	1.088727998	3.76E-08
Prkcd	0.675592166	3.80E-08
Egr2	2.937126207	3.85E-08
Myo5a	-1.463958033	3.98E-08
Mafb	1.312102518	3.98E-08
Gnai1	-0.506752983	4.05E-08
E130309D02Rik	0.498335299	4.06E-08
Smap2	0.471185362	4.20E-08
Aph1a	0.657895177	4.22E-08
Ncdn	0.800736422	4.32E-08
Pkd1	1.198447552	4.49E-08
Ndufb8	-0.717625387	4.55E-08
Enc1	1.216369559	4.64E-08
Med16	0.434256505	4.75E-08
Helz2	0.868064099	4.80E-08
Nfkbiz	1.919778075	4.87E-08
Tmem63a	0.889784039	4.98E-08
Serpina1f	-2.708576877	4.98E-08
Zfp36l2	0.983375204	5.04E-08
Lppr3	2.220287952	5.05E-08
Cyp2c50	-3.877148938	5.06E-08
Foxj2	0.626450199	5.07E-08
Stk11ip	0.865850682	5.27E-08
Rcn2	0.583224133	5.40E-08
Asb6	0.769578746	5.41E-08
Fam65a	0.738098387	5.41E-08
Gatad1	-0.564890143	5.48E-08
Htra2	0.768040452	5.54E-08
Nckipsd	0.538756782	5.56E-08
Hhat	0.915009852	5.56E-08
Ube2i	0.940594023	5.67E-08
Ankrd10	0.776577409	5.74E-08
Gm12166	1.582484513	5.77E-08
Acap3	0.813224938	5.85E-08
Sec24d	1.209182478	6.28E-08
Rhbdf1	1.131814583	6.30E-08
Gfra1	-1.948941947	6.52E-08
Skiv2l	0.730076413	6.59E-08
Rusc1	0.629942727	6.79E-08
Acox2	-1.102311449	6.92E-08
Actr5	0.390120856	6.97E-08
Med15	0.850861601	7.13E-08
Zfp516	1.311153878	7.16E-08
Arhgef1	0.763716688	7.29E-08
Tmco1	-0.459805172	7.33E-08
Tnfaip3	1.696556458	7.52E-08
Mroh6	2.782652249	7.70E-08
Il6	6.066347998	7.70E-08
Wasf2	0.744180358	7.77E-08
Ubxn8	-0.340120194	7.89E-08
Calml4	-1.133805094	8.03E-08
Eps8l3	2.652775584	8.08E-08
Mrpl42	-0.868688813	8.11E-08
Fosl2	1.716022798	8.32E-08
Mamld1	1.172903641	8.36E-08
Traf3ip2	0.77220614	8.37E-08
Usp22	0.805085167	8.38E-08
